surveyid,survey_date,femaleres,age,married,children,edu,hh_totalmembers,asset_savings,cons_alcohol,cons_tobacco,cons_med_total,cons_ed,cons_social,cons_other,ent_income,med_portion_sickinjured,med_port_sick_child,durable_investment,depressed
1003,20-Nov-61,1,30.200001,1,4,14,6,4.3241501,0,0,3.203074,2.6692283,0.53384566,16.015369,0.40038425,0.16666667,0.25,441.15607,0
204,18-Sep-61,1,28,1,2,9,4,0,0,0,0,1.0143068,0.73403776,8.1678391,16.81992,0.75,0.5,358.41962,0
193,06-Nov-61,1,22,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
49,02-Nov-61,1,30,1,4,10,6,0,0,0,0,0,2.6692283,8.5041618,6.0724945,0.66666669,0.5,451.73462,0
6,19-Oct-61,1,48,1,3,9,5,0,0,0,0,9.3422985,0.21353826,54.452259,0.4448714,0.2,0,329.49524,0
476,19-Nov-61,0,54,0,5,11,,0,0,0,0,0,0,0,0,,,0,0
1162,06-Oct-61,1,22,1,2,10,4,0,0,0,0,0.33365354,2.8694205,28.603451,0,0.5,1,188.30707,1
335,13-Oct-61,1,22,1,4,9,6,0,31.401564,0,0,0.39771503,5.7388411,68.385628,1.0409991,0.33333334,0.25,203.32784,1
515,27-Oct-61,1,34,1,2,10,4,32.030739,0,0,0,1.2678834,2.5357668,5.6053796,16.042063,0.25,0,847.40051,0
235,21-Sep-61,1,20,1,3,9,5,3.203074,0,0,0,0,0.53384566,41.639961,1.7572418,0.60000002,0.66666669,143.54857,0
266,07-Jun-60,1,24,1,5,10,7,43.241501,0,0,0,20.019213,13.346142,49.647648,0.68065321,1,1,701.05188,1
176,24-Oct-61,1,23,1,2,10,4,0,0,0,0,0,0.53384566,25.384361,2.5799203,0.5,1,499.49469,0
1229,01-Oct-61,1,19,1,1,10,3,0,0,0,0,0,2.0019212,42.921192,8.3635826,1,1,485.58154,0
1357,21-Sep-61,1,35,0,7,10,8,0,0,0,0,2.6692283,0.80076849,16.495831,0.066730708,0.375,0.2857143,208.19981,0
1326,02-Oct-61,1,21,1,3,11,5,4.8046112,0,0,0,3.6034582,6.0057635,73.6707,6.9933786,1,1,420.29803,0
20,31-Oct-61,1,40,1,2,9,7,288.27667,0,3.4890628,9.6092224,4.6711493,10.543451,53.811642,37.858555,0.14285715,0.5,481.02176,0
1247,05-Nov-61,1,24,1,2,10,4,40.038425,0,7.3270316,4.1639962,8.0076847,14.413833,47.085186,4.3953295,1,1,248.61769,0
910,07-Nov-60,1,61,1,4,6,6,0,10.467188,4.8846879,30.429203,10.943836,5.2049952,16.415754,21.313787,1,1,437.599,0
514,03-Oct-61,0,45,0,0,14,1,1.601537,0,0,0.80076849,0,3.4166121,12.780265,8.2434673,0,,201.92014,0
751,20-Oct-61,1,22,1,1,10,3,0,0,0,0,0,5.6053796,7.5272241,0.5053739,0.66666669,1,217.2612,0
688,30-Jun-60,1,31,0,3,10,4,11.210759,0,0,0,16.816139,21.754211,51.23317,39.566528,0.5,0.66666669,286.75964,0
1182,08-Oct-61,0,56,0,0,6,,0,0,0,0,0,0,0,0,,,0,0
37,31-Oct-61,1,19,1,1,9,3,44.843037,0,0,0,0,4.1373043,70.94809,1.1477681,0.33333334,1,348.97491,0
817,07-Dec-61,0,41,0,0,14,,0,0,0,0,0,0,0,0,,,0,1
1218,27-Oct-61,1,37,1,5,10,8,0,3.4890628,6.9781256,3.6835351,3.7903044,2.1086905,25.640608,2.9984334,0.75,0.60000002,188.98135,0
434,21-Sep-61,1,18,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1383,13-Nov-61,1,21,1,0,1,2,0,,0,0,0,2.2688441,16.976292,1.4057935,1,,137.05788,0
389,23-Sep-61,0,42,0,1,11,,0,0,0,0,0,0,0,0,,,0,0
1185,02-Nov-61,1,34,1,3,5,5,0,0,0,14.413833,0.96092218,4.2440729,15.214602,5.0715342,1,1,208.77313,1
725,08-Nov-61,1,22,1,1,14,3,0,0,0,0,0,6.9399939,7.0467629,2.1175876,1,1,172.16522,0
135,21-Aug-60,1,24,1,3,9,5,64.061478,31.401564,0,0,0,0,54.452259,8.0076847,0.2,0,334.9278,1
1304,25-Nov-61,1,28,1,2,10,4,0,0,0,2.7226129,0,6.4862247,16.495831,1.4480563,1,1,380.07016,0
59,05-Sep-61,1,60,0,0,1,4,0,0,0,0,0,0.26692283,1.3773218,0.27804461,0.25,,26.678303,0
162,07-Aug-60,1,19,1,1,10,3,0,0,0,0,0,2.0019212,49.727722,4.4843035,0.33333334,1,232.30739,0
421,17-Oct-61,1,43,1,5,9,7,13.613065,0,0,0,27.693243,0.1601537,43.241501,1.8907033,0.42857143,0.40000001,2400.0417,1
873,31-Oct-61,1,23,1,4,10,6,0,0,0,0,0.066730708,12.45195,40.198578,12.61266,0.66666669,0.5,362.133,0
1335,04-Dec-61,0,21.6,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
450,29-Nov-61,1,44,1,8,13,,0,0,0,0,0,0,0,0,,,0,0
1312,20-Nov-61,1,33,1,4,17,,0,0,0,0,0,0,0,0,,,0,0
47,17-Dec-61,1,18,1,2,10,3,0,0,0,0,0,7.6073008,20.499674,0,1,0.5,185.77829,0
364,09-Nov-61,1,20,1,2,8,4,3.203074,0,0,0,0,1.2011528,39.237656,4.1639962,0.75,0.5,249.88235,0
148,08-Sep-61,1,65,0,1,1,2,0,4.8846879,4.3962193,0,0,0.58723027,5.9256868,2.6514335,0.5,0,65.241661,0
1067,19-Nov-61,1,28,1,6,10,,0,0,0,0,0,0,0,0,,,0,0
761,29-Oct-61,1,24,1,4,9,6,0,0,0,0,3.7369196,2.0686522,61.931435,4.6822715,0.83333331,1,456.71198,0
1244,13-Jun-60,1,35,0,2,9,4,0,0,0,0,2.3222287,9.3422985,49.375385,54.665794,0.5,0.5,543.53564,0
1422,26-Oct-61,1,26,1,5,7,,0,0,0,0,0,0,0,0,,,0,0
74,21-Oct-61,1,35,1,7,10,9,0,0,0,0,3.0829587,1.4013449,10.249837,0.64951217,0.44444445,0.2857143,140.59843,1
1274,09-Oct-61,1,24,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
1199,19-Sep-61,1,28,1,1,9,3,0,0,0,0,0.90753764,0.93422991,13.693141,0,0.33333334,0,109.66335,0
1031,14-Sep-61,1,26,1,8,10,10,160.1537,0,0,0,4.2040348,7.3136854,40.198578,8.3446751,0.60000002,0.5,582.2832,0
679,11-Dec-61,1,55,1,4,1,,0,0,0,0,0,0,0,0,,,0,0
1373,11-Dec-61,1,52,0,4,9,6,16.015369,0,0,0,2.5357668,3.203074,13.661111,1.1922553,0.33333334,0.25,943.07068,1
667,26-Sep-61,1,17,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
97,16-Oct-61,1,17,1,4,7,,0,0,0,0,0,0,0,0,,,0,1
1160,23-Oct-61,1,25,1,3,9,5,0,0,0,11.210759,1.601537,8.3413382,49.56757,16.304537,0.80000001,0.66666669,393.31274,0
419,27-Apr-60,1,47,1,1,12,3,0,34.192814,19.538752,11.210759,0,3.6835351,36.643166,22.536629,0.66666669,1,543.41669,0
217,19-May-60,1,28,0,2,10,3,6.406148,0,0,0,2.6692283,6.0057635,33.792431,1.0676913,0.33333334,0.5,62.459942,0
258,26-Nov-61,1,18,1,2,8,,0,0,0,0,0,0,0,0,,,0,0
161,18-Oct-61,1,28,1,3,10,5,0,0,0,0,1.8684598,2.0019212,1.2812296,11.65563,0.2,0.33333334,290.67896,0
345,13-Dec-61,0,22,1,2,11,,0,0,0,0,0,0,0,0,,,0,1
254,10-Sep-61,0,23.9,0,0,8,1,0,0,0,4.0038424,0,1.0676913,3.0429204,1.5881908,1,,47.245342,0
185,23-Sep-61,1,30,1,3,10,5,0,0,0,3.6835351,1.2011528,0.26692283,11.531066,0.41373041,0.80000001,0.66666669,93.395035,0
1026,04-Sep-61,1,43,0,3,10,4,16.015369,0,0,0,3.6568427,2.6692283,30.108896,11.922553,1,1,336.51147,0
1180,02-Nov-61,1,25,1,1,9,4,6.406148,0,0,19.698906,2.0019212,11.063951,69.778969,67.482544,0.5,0,277.73199,0
157,23-Oct-61,1,24,1,2,11,4,32.030739,0,0,0,5.3384566,2.6692283,13.773218,20.931198,0.75,1,1233.7865,0
641,06-Jun-60,1,19,1,0,7,2,1.601537,0,0,0,0,0.43775347,11.130682,0,0,,179.37215,0
1423,03-Oct-61,1,28,1,2,10,4,0,0,0,0,1.2011528,1.5348064,8.3279924,1.0143068,0.25,0,142.5368,0
951,22-Aug-60,1,30,1,3,12,5,0,0,0,0,2.0019212,7.6740313,70.067245,5.0292711,0,0,542.21692,0
126,31-Oct-61,1,50,1,2,12,5,9.6092224,0,0,83.92054,5.3384566,6.2726865,33.31197,29.761894,0.80000001,0.5,676.53564,1
305,22-Nov-61,1,26,1,2,5,3,0,0,0,0,0,1.601537,31.229971,0.70067245,0.33333334,0.5,627.39508,0
19,22-Sep-61,1,71,1,3,1,7,0,0,0,0,2.8026898,1.3025835,6.5663018,0.81967551,0.5714286,1,205.67938,0
402,11-Sep-61,1,32,1,2,10,4,0,0,0,4.0038424,2.6692283,0.93422991,16.495831,14.791973,0.75,0.5,222.09953,0
673,12-Jul-60,1,25,0,1,11,2,0,0,0,0,0,0.26692283,19.618828,0,1,1,54.452259,0
1413,11-Oct-61,1,25,1,4,8,6,16.015369,0,0,0,3.3365355,2.936151,58.616253,10.708054,1,1,364.4635,0
311,19-Oct-61,1,37,1,6,14,8,0,0,0,3.203074,3.203074,7.5405703,73.510551,5.8945456,0.25,0.33333334,174.39912,0
1234,13-Sep-61,1,27,1,3,10,5,0,0,0,0,82.559235,30.802896,6.0858407,124.91988,0.60000002,1,199.6443,0
432,23-Oct-61,1,34,0,5,7,6,0,0,0,0,1.2011528,27.759975,15.214602,4.2974577,1,1,200.69801,0
396,18-Oct-61,1,66,1,0,3,3,0,6.9781256,0,0,0.80076849,1.0543453,5.365149,5.8389373,0.33333334,,396.30795,0
1095,06-Nov-61,1,31,1,1,13,,0,0,0,0,0,0,0,0,,,0,0
1387,20-Nov-61,1,20,1,3,7,,0,0,0,0,0,0,0,0,,,0,0
1137,18-Sep-61,1,47,1,4,1,7,0,0,4.8846879,5.0448418,2.0553057,2.2421517,20.499674,4.6844959,0.85714287,0.75,254.76707,0
119,30-Oct-61,1,27,1,5,10,7,0,0,0,0,2.936151,12.011527,16.736061,3.8703809,0.42857143,0.2,1187.291,0
62,05-Nov-61,1,30,1,0,9,2,0,104.67188,41.868752,51.249184,2.0019212,6.8065324,73.6707,0.31140998,1,,106.02174,0
1079,29-Oct-61,1,53,0,2,9,3,24.023054,0,0,0,9.3422985,8.0076847,23.286348,533.12048,1,1,392.53741,0
628,26-Sep-61,1,32,1,5,8,7,80.076851,0,0,0,28.894396,15.334717,52.370258,20.65093,0.85714287,0.80000001,365.40402,1
762,20-Oct-61,1,23,1,2,10,4,0,0,0,0,0,0.66730708,17.376677,2.5135233,1,1,14.413833,0
1411,06-Sep-61,0,38,0,1,9,2,0,0,4.8846879,19.218445,3.3365355,7.3804164,1.601537,0.19129469,1,1,17.616907,0
1245,11-Sep-61,1,61,1,3,8,5,4.0038424,0,0,0,2.1086905,1.601537,10.970529,1.0743644,0,0,1279.5881,0
46,12-Sep-61,1,43,1,3,10,5,0,0,0,0,1.601537,1.2011528,10.249837,0.16126588,0.60000002,0.66666669,88.590424,0
429,20-Oct-61,1,24,1,3,10,5,0,0,0,0,0,5.3918409,6.9666858,2.0708764,0,0,92.214844,0
889,19-Oct-61,1,42,1,7,8,9,0,0,0.69781256,0.96092218,2.5357668,1.8684598,26.505438,6.2304239,0.22222222,0.2857143,343.48773,1
884,08-Aug-60,1,22,1,2,8,4,0,0,0,0,1.2011528,0.73403776,7.6073008,0.53384566,0.5,0.5,8.2606287,1
1188,17-Sep-61,1,52,1,5,11,,0,0,0,0,0,0,0,0,,,0,0
822,14-Sep-61,1,29,1,3,9,5,0,0,0,0,1.0676913,0.20286135,8.4881458,0.026692282,0.60000002,0.66666669,298.39178,0
1375,21-Sep-61,1,36,0,3,14,4,0,0,0,0,3.0696127,4.6711493,65.983322,1.9641072,0.5,0.66666669,699.56213,0
1127,29-Oct-61,1,22,1,3,6,5,4.0038424,0,0,0,1.2011528,2.8293822,28.747589,3.9593554,0.80000001,0.66666669,265.92697,0
919,16-Nov-61,1,23,1,1,4,3,8.8084536,48.846878,0,6.406148,2.0019212,6.6730709,26.105053,63.08276,0.66666669,0,547.48035,0
1259,29-Oct-61,1,23,1,3,12,5,0,0,0,0,0.88751847,15.935293,50.096077,0,0.2,0,176.80142,0
599,17-Oct-61,1,34,1,6,10,8,8.8084536,0,0,0,4.0038424,1.4680755,78.155006,15.982005,0.5,0.33333334,346.90182,0
746,13-Nov-61,1,39,1,4,10,6,0,0,0,0,2.6558821,1.3346142,38.43689,18.298006,0.83333331,0.75,694.34436,0
731,05-Nov-61,1,17,1,2,4,,0,0,0,0,0,0,0,0,,,0,0
1091,24-Sep-61,1,25,1,3,6,5,0,0,0,0,0.53384566,0.53384566,107.14282,40.376526,0,0,1188.3137,0
388,02-Nov-61,1,81,0,0,1,2,0,0,0.69781256,0,0,0,14.413833,0.37369198,0.5,,45.028618,1
1038,05-Sep-61,1,29,1,3,10,5,19.218445,0,0,0,0.001334614,1.5348064,19.859058,368.97632,0.40000001,0,1643.686,0
1388,19-Nov-61,1,24,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
577,07-Sep-60,1,20,1,3,10,5,0,0,0,0,0.72069162,8.0076847,22.021133,154.85973,0.40000001,0.66666669,401.75391,0
924,31-Aug-61,1,28,1,2,7,4,0,0,3.4890628,0,1.0676913,1.601537,20.819981,11.210759,0.25,0,68.310013,0
1132,26-Sep-61,1,40,1,4,6,,0,0,0,0,0,0,0,0,,,0,0
160,06-Nov-61,1,36,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
325,30-Oct-61,1,40,1,2,9,4,16.015369,0,0,0,0.80076849,0,28.267128,140.25682,0.75,0.5,354.06616,0
558,18-Oct-61,1,35,1,2,10,4,0,0,0,0,0,2.6692283,17.616907,0.99651194,0,0,392.96643,0
77,20-Nov-61,1,29,1,4,12,6,0,0,0,0,2.0019212,3.6701891,26.265207,0.74515951,0.83333331,1,400.85645,0
970,22-Nov-61,1,42,0,3,4,,0,0,0,0,0,0,0,0,,,0,1
475,31-Aug-61,1,18,1,3,10,4,0,0,0,0,0,0,15.294679,7.1668782,0.5,0.33333334,178.02354,1
1175,02-Oct-61,1,25,1,3,10,5,48.046108,0,0,0,4.0038424,1.0676913,17.937214,0.15570499,0,0,677.23785,0
33,05-Sep-61,1,26,1,6,4,8,19.698906,0,0,0,2.6425362,0.53384566,12.652143,19.800114,0.375,0.5,400.44135,0
463,11-Sep-61,1,28,1,4,8,6,0,0,0,0,2.4556899,1.8417675,13.45291,13.726506,0.83333331,0.75,247.77051,0
529,11-Sep-60,0,33,1,2,10,4,19.218445,0,0,29.308126,0.80076849,13.21268,121.39651,1.5459281,1,1,180.64513,0
203,29-Nov-61,1,21,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
437,24-Nov-61,1,25,0,6,8,7,0,0,0,0,0.89419144,0.080076851,9.3689919,2.8115871,0.42857143,0.5,79.436241,0
369,30-May-60,1,18,1,2,11,3,0,,0,0,0,2.6024976,14.413833,0,1,0.5,8.7747717,0
728,21-Nov-61,1,26,1,4,10,6,0,0,0,0,1.7416714,0.93422991,11.45099,0.39593554,0.66666669,1,137.05788,0
100,15-Sep-60,1,25,1,4,6,7,0,0,0,0,5.0715337,2.0019212,10.650221,0,0.5714286,0.25,127.40228,1
649,04-Sep-61,1,65,1,1,10,5,0,0,0,1.2812296,13.21268,0.86749923,21.780903,0.53384566,0.40000001,0,851.95984,0
608,19-Nov-61,1,27,0,5,12,,0,0,0,0,0,0,0,0,,,0,0
757,25-Oct-61,1,23,1,2,10,4,0,,1.3956251,0,1.8017291,0,12.011527,0,0.75,0.5,76.953865,1
980,01-Oct-61,1,23,1,3,14,,0,0,0,0,0,0,0,0,,,0,0
53,04-Dec-61,1,29,1,3,9,5,0,0,0,0,2.936151,4.4042268,7.8475313,1.2233964,0,0,269.18469,0
368,08-Oct-61,0,29,1,4,13,,0,0,0,0,0,0,0,0,,,0,0
260,25-Nov-61,1,28.4,1,1,10,3,0,0,0,24.023054,0,6.2726865,58.776409,3.7369196,0.33333334,0,469.25031,1
253,14-Sep-61,1,40,1,0,7,2,6.406148,0,0,0,0,4.0038424,4.9647646,2.099793,1,,182.70169,0
154,14-Nov-61,1,40.900002,0,4,8,7,25.624592,0,0,0,26.42536,3.8703811,18.289553,24.765991,0.14285715,0,516.87756,1
1232,25-Sep-61,1,34,1,5,8,,0,0,0,0,0,0,0,0,,,0,0
1330,25-Oct-61,0,36,1,1,14,3,0,20.934376,0,164.95831,3.3498816,20.019213,32.831509,7.5828328,1,1,393.88544,0
825,11-Sep-61,1,23,1,1,14,3,0,0,0,0,0,2.5357668,52.210106,2.2688441,1,1,603.67847,0
683,02-Oct-61,0,42,0,0,10,,0,0,0,0,0,0,0,0,,,0,0
764,13-Sep-61,1,25,1,4,7,6,112.10759,0,0,0,4.9380727,22.68844,57.17487,44.549423,0.5,0.5,529.16882,1
1036,21-Nov-61,1,57,1,5,9,9,0,0,0,0,8.0076847,3.203074,24.343363,4.3108039,0,0,788.26318,0
1428,20-Sep-61,1,32,1,4,9,6,0,0,0,25.624592,4.0038424,5.0715337,29.788588,31.363434,0.33333334,0.25,545.19177,0
974,05-Sep-61,1,31,1,3,10,5,0,0,0,0,0.80076849,11.611143,24.023054,0.19351906,0.2,0,535.52045,0
206,26-Nov-61,1,24,1,4,8,6,0,0,0,0,4.8046112,0,26.42536,30.273497,0.16666667,0.25,292.53345,0
1400,19-Nov-61,1,21,1,2,10,4,0,0,0,0,0,2.8694205,20.659828,3.358779,0.5,0.5,513.1745,0
219,09-Nov-61,1,44,1,5,12,,0,0,0,0,0,0,0,0,,,0,0
870,24-Sep-61,1,23,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
328,06-Nov-61,1,42,1,1,8,3,0,0,0,0,0,0.40038425,13.613065,0.31140998,0.66666669,0,173.47189,0
410,17-Sep-61,1,22,1,2,10,4,0,0,0,0,0,3.7903044,4.8046112,1.5626107,0.5,0.5,250.16008,0
484,29-Oct-61,1,25,1,5,6,7,16.015369,0,0,63.260712,2.4023056,6.6730709,64.702095,2.7092669,0.85714287,0.80000001,125.72065,1
633,11-Oct-61,0,37,0,0,14,,0,0,0,0,0,0,0,0,,,0,0
684,08-Nov-61,1,25,1,3,10,5,0,0,0,0,7.5405703,19.805674,8.8404846,0.23578182,0.40000001,0.66666669,103.29913,1
978,29-Nov-61,1,21,1,3,11,,0,0,0,0,0,0,0,0,,,0,0
1042,23-Nov-61,1,41,1,8,9,,0,0,0,0,0,0,0,0,,,0,0
169,07-Nov-61,1,31,1,2,12,,0,0,0,0,0,0,0,0,,,0,1
103,05-Sep-61,1,20,1,3,16,5,16.015369,0,0,0,0.48046109,3.203074,39.237656,0.76962751,0.2,0.33333334,1946.4629,0
1405,07-Dec-61,1,41,1,4,10,6,11.210759,0,9.7693758,0,42.440731,3.7502658,25.304285,6.3127251,0.33333334,0.5,1034.4734,0
78,26-Sep-61,1,21,1,2,14,,0,0,0,0,0,0,0,0,,,0,0
1050,12-Sep-61,1,28,1,6,7,8,0,,,0,2.8026898,1.7349985,35.073662,8.9063244,0.5,0.5,664.6098,0
1417,09-Jun-60,1,37,1,5,8,8,8.8084536,0,0,0,0.3203074,24.023054,47.773849,199.03268,0.375,0.40000001,508.68192,0
1048,30-Oct-61,1,26,1,2,8,4,11.210759,0,0,8.4881458,1.601537,9.2088375,40.518887,15.523787,0.75,0.5,602.97363,0
1258,08-Oct-61,1,21,1,2,8,4,0,0,1.8840939,0,0,1.4680755,6.1018558,10.34326,0.5,0.5,102.73695,0
211,02-Jun-60,1,24,1,2,10,4,12.812296,0,0,0,1.601537,0.53384566,42.600883,18.580053,0.5,0,149.74371,0
1281,05-Sep-61,1,18,1,2,10,3,12.812296,0,0,0,0,0.21620749,27.22613,12.909055,0.33333334,0,859.98456,0
408,14-Dec-61,1,51,0,0,6,,0,0,0,0,0,0,0,0,,,0,1
197,19-Sep-61,1,19,1,3,9,5,8.3279924,0,0,0,1.4680755,0,109.86544,0.75628144,0.60000002,0.66666669,336.82864,0
51,08-Aug-60,0,48.299999,0,3,6,4,552.53027,0,0,0,17.349985,2.8026898,23.062132,7.5583653,0,0,1427.0236,0
998,12-Oct-61,1,32,0,1,8,2,5.6053796,0,0,0,0,3.2497857,6.4541941,1.0943837,1,1,64.474579,0
1011,24-Aug-60,1,44.5,1,6,9,8,0,0,0,0.3203074,2.6692283,5.3384566,9.6092224,9.9206324,0.25,0.33333334,211.8205,0
1208,13-Sep-61,1,37,1,0,1,2,0,0,0,0,0,0.66730708,5.4452257,9.2889147,0.5,,265.20627,1
907,18-Nov-61,1,28,1,5,10,7,0,0,0,5.4452257,3.7369196,11.34422,20.33952,39.175373,0.5714286,0.40000001,437.05121,0
1124,08-Sep-61,1,42,0,1,7,3,0,0,0,0,0,1.0676913,8.9686069,0.58945453,0.66666669,1,79.908447,0
671,19-Dec-61,1,22,1,2,10,4,60.858406,0,0,0,1.6162177,2.5357668,43.433685,3.7814069,0.75,0.5,386.65747,0
1331,18-Sep-61,1,60,0,1,9,3,0,0,0,0,16.015369,0.66730708,23.862902,1.1096205,0.66666669,1,90.486839,0
1284,23-Oct-61,1,34,1,5,7,7,0,0,1.9538752,0,1.8417675,1.601537,16.976292,1.183358,0.71428573,0.80000001,223.46974,0
815,07-Nov-61,1,43,0,2,8,4,0,0,0,0,4.4709573,10.076337,26.745668,12.360751,0.75,1,84.687622,1
1359,06-Oct-61,1,73,0,0,4,,0,0,0,0,0,0,0,0,,,0,0
310,14-Sep-61,1,36,1,4,9,7,0,,,0,0.69399935,1.3346142,8.8084536,291.93851,0.5714286,0.75,793.01245,0
42,08-Nov-61,1,34,1,3,10,5,4.4843035,0,0,1.601537,2.0019212,4.6444573,30.71748,4.9825597,0.2,0,424.88269,0
582,17-Nov-61,1,32,1,5,7,7,0,0,0,0,2.1887674,4.6711493,12.812296,3.1363432,0.2857143,0.2,170.63997,0
1427,22-Oct-61,1,30,1,4,9,6,56.053795,0,0,0,3.3365355,7.6073008,53.171028,56.494217,0.83333331,0.75,310.74902,0
336,29-Nov-61,0,35,0,4,10,,0,0,0,0,0,0,0,0,,,0,0
1128,12-Dec-61,0,33,0,0,9,1,0,0,0,3.203074,0,0,13.21268,0.15792933,1,,174.56754,0
709,09-Oct-61,1,23,1,3,10,5,172.966,0,0,0,11.010567,2.8026898,58.007671,50.704216,1,1,361.82095,0
885,19-Nov-61,1,17,1,3,10,,0,0,0,0,0,0,0,0,,,0,1
1253,21-Sep-61,1,43,1,5,13,,0,0,0,0,0,0,0,0,,,0,0
469,27-Sep-61,1,36,1,3,6,,0,0,0,0,0,0,0,0,,,0,0
548,22-Oct-61,1,49,0,2,4,5,25.624592,0,0,0,2.3222287,24.156517,21.140289,13.797686,0.40000001,0,190.28802,1
687,24-Sep-61,0,18,1,1,6,2,0,0,0,0,0,1.0676913,46.124264,1.4191397,1,0,101.6976,0
1153,05-Nov-61,1,61,0,1,1,4,0,0,4.8846879,0,1.8684598,0,22.421518,10.400759,0.5,1,183.07675,0
180,20-Sep-61,1,43,1,6,9,10,0,0,0,0,3.8169963,0.80076849,6.5663018,5.0048032,0.2,0.33333334,199.77077,0
406,07-Sep-60,0,52,1,0,9,2,4.8046112,5.5825005,0.69781256,0,0,3.4833429,14.573987,1.2678834,0,,347.00159,0
954,21-Sep-61,0,62,0,0,9,2,0,9.7693758,2.442344,0,0.26692283,3.3765738,11.771297,0.31140998,0.5,,183.85645,0
1241,26-Nov-61,1,76,0,1,1,2,0,0,0,0,0,1.2358527,4.0839195,10.48117,0.5,0,138.65942,0
730,12-Oct-61,1,61,1,4,12,,0,0,0,0,0,0,0,0,,,0,1
787,11-Sep-61,0,43,0,0,9,,0,0,0,0,0,0,0,0,,,0,0
1407,14-Sep-61,1,23,1,4,10,6,8.0076847,0,0,0,1.8017291,2.0019212,19.859058,0.55608922,0.33333334,0.5,841.85352,0
1018,22-Nov-61,1,22,1,2,9,4,0,0,0,0,0,1.3346142,8.0076847,0.71179426,0.5,0.5,121.00058,0
809,01-Sep-61,1,41,1,6,10,8,8.0076847,0,0,0,16.14883,1.5348064,100.89683,28.51848,0.125,0.16666667,836.30414,0
952,14-Sep-61,1,45,0,3,5,6,0,0,0,0,0,0,16.335678,0.21353826,0.5,0.66666669,101.49551,0
860,09-Nov-61,1,76,0,0,5,1,0,0,0,0,0,1.0009606,5.1089029,1.0298773,0,,25.203239,0
427,25-Oct-61,1,28,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
690,05-Nov-61,1,31,1,3,6,5,0,0,0,0,1.0676913,1.6415755,14.173602,30.322433,0.40000001,0.33333334,87.916122,1
1314,25-Sep-61,1,47,1,2,1,,0,0,0,0,0,0,0,0,,,0,0
386,23-Sep-61,1,30,1,0,8,2,96.092216,0,0,0,0,4.8046112,35.073662,38.726055,0,,1045.7122,0
215,01-Nov-61,1,37,0,5,3,7,0,0,0,0,1.3346142,1.8684598,52.049953,42.960121,0.71428573,0.60000002,126.06261,1
522,29-Nov-61,1,23,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
1176,22-Nov-61,0,65,0,0,10,1,0,3.4890628,0,0,0,0,1.601537,0.66730708,0,,237.44058,0
526,20-Sep-61,1,34,1,2,14,,0,0,0,0,0,0,0,0,,,0,0
721,29-Oct-61,1,37,1,4,9,7,0,0,0,0,0.90086454,1.4680755,10.089684,0,0.42857143,0.5,364.41333,0
485,04-Dec-61,1,29,1,6,9,,0,0,0,0,0,0,0,0,,,0,0
613,16-Nov-61,1,31,0,5,5,,0,0,0,0,0,0,0,0,,,0,1
141,17-Aug-60,1,26,1,2,8,5,0,0,0,0,2.0819981,3.3365355,137.89233,23.974117,0.40000001,0.5,418.57892,0
1420,21-Sep-61,1,26,1,2,14,,0,0,0,0,0,0,0,0,,,0,0
271,13-Nov-61,1,61,1,5,7,8,0,0,0,4.8046112,33.365353,1.0676913,14.413833,0.66730708,0.25,0,318.3526,0
356,12-Sep-61,1,27,1,5,9,7,0,0,0,0,3.8436887,0.3203074,25.464437,16.015369,0.85714287,0.80000001,190.83585,1
1146,13-Oct-61,1,80,0,0,1,1,4.0038424,0,1.3956251,0,0,2.4023056,5.6053796,0.19240688,1,,265.53421,0
218,03-Dec-61,1,46,0,7,5,8,0,0,0,0,4.6711493,8.8084536,10.40999,0.84525561,0.25,0.2857143,900.39685,0
1109,25-Sep-61,1,35,0,5,8,6,0,0,0,0,0,0.78742236,10.810375,619.27429,0.66666669,0.80000001,1019.7463,0
1104,24-Sep-61,1,25,1,3,10,5,9.6092224,0,0,0,0.98761451,1.601537,28.267128,0.86749923,0,0,371.13522,0
681,10-Oct-61,1,35,1,4,10,6,0,0,0,0,0.44843036,2.4289978,27.786667,22.901979,0.66666669,1,157.75586,0
1044,10-Sep-61,1,26,1,3,8,5,0,0,0,0,3.203074,7.4738393,43.305561,1.4280372,0.2,0,44.421684,0
1076,29-Nov-61,1,44,0,2,9,,0,0,0,0,0,0,0,0,,,0,0
440,05-Nov-61,1,36,1,1,10,3,0,0,0,0,1.8684598,0.80076849,59.641239,110.39484,0,0,829.04639,0
73,21-Sep-60,1,28,1,0,9,2,4.8046112,0,0,0,0,1.3346142,12.171681,8.6242771,0.5,,685.51056,0
578,26-Nov-61,1,45,1,4,7,6,0,0,4.8846879,0,2.0686522,1.8684598,15.534909,40.149643,0,0,333.57922,0
